recipeId;stepNumber;name;description;unterRezeptId
23;2;Wann fertig?;Nachdem die meisten Popcorn gepoppt sind und die Pops länger 3 Sekunden auseinander liegen sind die Popcorn fertig.
23;3;Würzen;Danach würzen (Salz, Kräuter-Salz Mischungen, alles Mögliche, ...)
24;1;Nudeln zubereiten;;16
24;2;Währenddessen anbraten;Würfelig geschnittenen Speck und den klein geschnitten Knoblauch mit Bratöl in einer Pfanne anbraten.
24;3;Zucchini zrrr;Anschließend gewürfelten Zucchini zugeben und weiter anbraten.
24;4;Sauce machen;Schlagobers zugeben und mit Salz, Pfeffer und Oregano (oder anderem Grünzeug) würzen. Einmal aufkochen lassen.
24;5;Gleich fertig;Geriebener Parmesan zugeben und köcheln lassen, bis die Nudeln fertig sind.
24;6;Nudeln dazu;Nudeln in die Pfanne und paar mal schwenken.
25;1;Öl und Ei;Olivenöl in Pfanne heiß machen und Ei hineingehen. (Dotter nicht zerstören)
25;2;Bruzzeln;Heiß brutzeln und schwenken, damit sich das Ei zusammenzieht. Heißes Öl über Ei gießen.
25;3;Würzen;Wenn es knusprig genug ist, mit Salz und Pfeffer würzen und servieren.
26;1;Butter schmelzen;In Pfanne Butter schmelzen.
26;2;Ei zerstören;Ei in Glas mixen, bis es gut vermengt und durchgängig Gelb ist. Salzen
26;3;Kochen und rühren;In Pfanne gießen und viel verrühren bis es fertig ist. Zum Schluss pfeffern.
27;1;Ei und Pfanne;Fett in Pfanne erwärmen und Ei dazugeben.
27;2;Kochen;Kochen solange man es mag.
27;3;für die Ei-Hasser;Wenn man den Dotter durch haben möchte kann man die Pfanne zudecken.
28;1;Zeug schneiden;Wurst, Zwiebeln und Champions schneiden.
28;2;Zeug anbraten;Zwiebeln, Wurst und Champignons in Pfanne anbraten.
28;3;Ei dazu;Ei dazugeben, warten bis es teilweise hart geworden ist, zerstören und Dotter kaputt machen.
28;4;Würzen;Salzen und Pfeffern.
28;5;Veredeln;Eckerlkäse als Ganzes oder als Hälfte dazugeben und kurz in der Pfanne lassen.
28;6;Servieren;Servieren
29;1;Nudeln zubereiten;;16
29;2;Anrösten;Lauch/Jungzwiebel anrösten in einer Pfanne kurz anrösten.
29;3;Brokkoli dazu;Schinken dazu und Brokkoli dazu. 5 Minuten Deckel drauf und kochen lassen. Eventuell bissi wasser dazuhauen damit der Brokkoli schön gedämpft wird.
29;4;zur Sauce;Anschließend Tunke dazu (Creme fraiche oder Schlagobers) und mit Salz, Pfeffer, Muskat und etwas Suppenwürze würzen.
29;5;Nudeln dazu;gekochte Nudeln dazu und schwenken
31;1;Reis!;;47
31;2;Erbsen und Karotten?;Wenn man mag Karotten in Wasser geben und kochen lassen. Erbsen nach Abseihen dazu geben. Sonst nur Erbsen mit wenig Wasser kochen lassen.
31;3;Fleisch!;Bratöl in dem Topf und geschnittenes Fleisch mit Pfeffer und Paprikapulver kurz anrösten
31;4;Wasser!;Mit Wasser ablöschen - so viel wie man Saft haben will (Fleisch bedeckt). Salzen, Tomatenmark dazu geben und 25 Minuten kochen lassen.
31;5;Sauce!;Dann Creme Fraiche/Schlagobers mit Maizena verrühren, in den Topf geben und aufkochen lassen.
31;6;Servieren!;Fleisch mit Saft, Gemüse und Reis servieren.
32;1;Reis und Milch;Milchreis/Risotto Reis und Milch im Verhältnis 1:4 in einen Topf geben und warten bis es aufkocht. Dabei regelmäßig umrühren.
32;2;es Kocht?;Wenn es aufkocht zurück drehen und Ahornsirup hineinmischen.
32;3;Köcheln lassem;Regelmässig rühren damit es nicht anbrennt. Fertig ist es, wenn man mit einem Löffel den Reis am Boden entlangziehen kann und den Boden kurz sieht. (Bis die Milch wieder kommt)
34;1;Erdäpfel kochen;;15
34;1;Würfeln und anbraten;Zwiebel, Champignons und Wurst schneiden und in einer große Pfanne anbraten. Zuccini gewürfelt hinzufügen und kochen.
34;2;Erdäpfel scheiben;Währenddessen Kartoffel kochen und in Scheiben schneiden. Alles in der Pfanne vermengen.
34;3;Abbraten;Nach Geschmack abbraten, salzen und pfeffern.
34;4;Eier;Eier hinzufügen, kurz warten und dann verrühren.
34;5;Veredeln;Schlussendlich Eckerlkäse in dazugeben und verrühren. Er sollte in 2-3 Teile geteilt werden.
34;6;Essetipp;Tipp: Zu jedem Bissen ein wenig vom Eckerlkäse auf die Gabel geben.
35;1;Kartoffeln schälen, würfeln und kochen;Geschälte und in größere Würfeln geschnittene Kartoffel in Kelomat (5min) oder Wasser (15-20 min) kochen bis bei Gabelstich zerfallen.
35;2;Wasser weg;Wasser abseihen
35;3;Alles rein;Milch, bissi gerieben Muskatnuss, Butter und Salz dazugeben und mit Stampfer bearbeiten.
36;1;Kochen;Schupfnudeln in Wasser kochen (wie es auf der Packung steht)
36;2;Nebenbei anbraten;Lauch, gewürfelter Bratschinken und Champignons anrösten und fertig gekochte Schupfnudeln dazugeben.
37;1;Nudeln kochen;;16
37;2;Braten;Würfelig geschnittenen Speck und den klein geschnitten Knoblauch mit Bratöl in einer Pfanne anbraten.
37;3;Kürbis rein;Anschließend gewürfelten Kürbis zugeben und weiter anbraten.
37;4;Sauce;Schlagobers zugeben und mit Salz, Pfeffer und Oregano (oder anderem Grünzeug) würzen. Einmal aufkochen lassen.
37;5;Veredeln;Geriebener Parmesan zugeben und köcheln lassen, bis die Nudeln fertig sind.
37;6;Nudeln hinein und;schwenken
38;1;Risottoreis vorbereiten;;17
38;2;Daweil;Währenddessen Knoblauch mit Wurst in einer Pfanne anbraten und Kürbis hinzufügen. Mit ein wenig Wasser schmoren lassen bis Kürbis weich ist.
38;3;Alles zam;Den gekochten Reis in die Pfanne geben und mit geriebenem Parmesan vermischen.
39;1;Zucker und Ei;Vanillezucker, Zucker und Ei schaumig schlagen
39;2;Rahm und Öl;Rahm und Öl dazumischen, verrühren
39;3;Kakao und Mandeln;Kakao + Mandeln oder Kokos dazugeben, verrühren
39;4;Backpulver und Mehl;Backpulver und Mehl + Gewürz dazugeben.
39;5;In die Form;Form einfetten und Masse hineingeben.
39;5;In den Ofen;in den Ofen bei 170 Grad Celsius ca. 45 min backen.
40;1;Zwiebel;Zwiebel in Topf anrösten.
40;2;Knoblauch und Erbsen;Knoblauch und Erbsen dazugeben
40;3;Kochen;bissiWasser hinein und kochen, bis sie die gewünschte Härte erreicht haben.
41;1;Mais vierteln;Maiskolben der Länge nach vierteln. Die Gewürze und das Olivenöl vermischen und auf den Mais schmieren.
41;2;in den Gerät;Die Kolben für ca. 10 min bei 200°C grillen/backen/airfryen.
41;3;Sauce;Für die Sauce die Mayonnaise, Jalapeno (in adobo sauce?), Zitronensaft und etwas Salz vermischen.
41;4;ins Maul;Sauce zusammen mit etwas Parmesan und frischem Koriander über den Mais geben und genießen.
43;1;Wasser kochen;Wasser in Topf kochen. Salz dazugeben.
43;2;Vortex und Ei;Wenn das Wasser heiß ist es mit einem Kochlöffel in eine Drehbewegung versetzen, sodass eine Art Wasservortex versteht. Dahinein das Ei geben. Kochen lassen.
43;3;rechtzeig retten;Das Ei sollte außen weiß und gut gekocht sein, innen sollte der gelbe Dotter weich sein.
44;1;Gemüse;Grillgemüse in Pfanne aufwärmen und ein wenig anbraten. Ein wenig Milch dazugeben und würzen.
44;2;Gouda;Gouda als Block abschneiden, hineinstellen und mitbruzzeln lassen.
45;1;Nudeln zubereiten;;16
45;2;Huhn;gewürfeltes Huhn in Topf mit Öl anbraten.
45;3;Knoblauch;Wenn Huhn fertig Knoblauch geschnitten hineingeben.
45;4;Spinat;Spinat dazugeben, mit Salz und Pfeffer würzen.
45;5;Sauce;Schlagobers/Creme Fraiche dazugeben.
45;6;Aufkochen;Kurz aufkochen lassen.
45;7;Alles zam;Nudeln und Parmesan dazugeben und kurz kochen.
45;8;Petersilie;Mit Petersilie serviern.
46;1;Vollkornreis;;48
46;2;Schneiden;Süßkartoffel würflig schneiden. Paprika und Zwiebel schneiden.
46;3;Faschiertes;Faschiertes in heißer Pfanne anbraten, dann Knoblauch dazugeben.
46;4;Swap;Faschiertes auf Teller geben, zudecken und auf die Seite stellen.
46;5;Jetzt Gemüse;In dieselbe Pfanne Zwiebel, Paprika und Süßkartoffel geben und anbraten.
46;6;Sauce;Ein bisschen Wasser, Suppengewürz, Senf und Tomatensauce dazugeben. Zudecken und 12-15 min köcheln lassen.
46;7;Wieder zam;Dann Mais und Fleisch dazugeben.
46;8;Würzen;Mit Oregano, Chili Pulver, Salz und Pfeffer würzen.
46;9;Kochen;Gut verrühren und noch mal 2 min kochen.
47;1;Zwiebeln anschwitzen;Zwiebel in Topf anschwitzen
47;2;Reis dazu;Reis dazu und kurz anbraten
47;3;Wasser, Salz und Pfeffer;Dann doppelte Menge an Wasser dazu, mit Salz würzen und zugedeckt kochen lassen.
48;1;Wie auf der Packung;Reis wie auf der Packung steht zubereiten
49;1;Waschen;Quinoa mit kochendem Wasser waschen.
49;2;Kochen;Danach mit Gewürzen nach Wunsch vereinen und mit der doppelten Menge Wasser zum Kochen bringen.
49;3;Köcheln;Zugedeckt ca. 10 min köcheln lassen.
49;4;ausquellen;Herdplatte abschalten und ca. 15 min ausquellen lassen.
51;1;Nudeln zubereiten;;16
51;2;Pfanne;Butter in Pfanne schmelzen. Knoblauch dazugeben. Pfeffer und Mehl dazugeben. Vermischen. Milch, Schlagobers und Zitronensaft dazugeben. Für 3-5 Minuten kochen und rühren.
51;3;Nudeln dazu;Nudeln dazugeben und schwenken.
52;1;Nudeln zubereiten;;16
52;2;Pfanne;Butter in Pfanne schmelzen. Knoblauch dazugeben. Mehl dazugeben. Vermischen. Milch dazugeben und mit Salz und Pfeffer würzen. Parmesan dazugeben. Für 3-5 Minuten kochen und rühren.
52;3;Nudeln dazu;Nudeln dazugeben und schwenken. Mit gehackter Petersilie warm servieren.
53;1;Schneiden und schälen;Gekochte Eier und Essiggurken würflig schneiden.
53;2;Mayonnaise und Würzen;Mit Mayonnaise vermischen. Mit Salz und Pfeffer würzen.
54;1;Kartoffeln kochen;Kartoffel kochen, schälen und in Scheiben schneiden.
54;2;Pfanne;In Pfanne klein geschnittene Zwiebel anbraten und Kartoffel dazugeben. Anbraten und ein wenig verrühren.
55;1;würfeln;Huhn in Würfel schneiden 1-3 cm. Zwiebel groß schneiden bzw nur halbieren oder vierteln. Lauch groß schneiden. Zucchini groß schneiden.
55;2;Braten;Huhn in Pfanne braten, restliche Zutaten dazugeben und gut anrösten. Würzen und servieren.
56;1;kochen;Erdäpfel speckig kochen und eventuell schälen.
56;2;anbraten;In Scheiben schneiden und in Pfanne mit Öl knusprig braten. Salzen und servieren.
57;1;Spaghetti zuberiten;;14
57;2;Faschiertes;Zwiebel zerkleinern und in Pfanne mit Öl anbraten. Fleisch dazugeben und braten, bis es fast nicht mehr rot ist.
57;3;Gemüse;Dann geriebene Karotten und geschnittene Zucchini dazugeben und mit Tomatenmark und Tomatensauce kochen.
57;4;Würzen;Mit Salz und Pfeffer würzen.
58;1;auftauen;Mit ein wenig Wasser im Topf auftauen lassen und warm machen.
63;1;Tipp;Umso weniger Belag oben ist, umso leichter geht es zum Rollen.
63;2;Pizzateig;Pizzateig ausrollen, mit Tomatenmark bestreichen und mit Thymian würzen. Anschließend Pizzakäse großzügig verteilen und Belag hinzufügen (z.B Mais, Schinken, Jungzwiebel, Paprika, Salami) und mit Oregano würzen.
63;3;Rollen und Schneiden;Pizzeteig der Breite nach einrollen und ca. 2 cm Stücke abschneiden
63;4;aus Blech;dann auf ein Blech legen (um 90° gedreht). ev. noch mit Öl bepinseln und nach Packungsangabe backen.
67;1;Schäumen;Eier, Rohrzucker und Vanillezucker schaumig rühren.
67;2;Unterheben;Die zerlassene Butter oder Magarine mit gemahlener Braunhirse, Weinsteinpulver und Erdmandeln verrühren und die Masse aus Eiern, Rohrzucker und Vanillezucker unterheben.
67;3;Backen;Bei 150 - 175 Grad Celsius (Heißluft) 35 - 40 Minutne backen
67;4;Glasieren;Nach Belieben glasieren (Schoko-Glasur,Marmelade, Schokolade, Rum oder Kokosflocken-Glasur)
67;5;Andreas Nutozen;mit Ribiselmarmelade heiß bestreichen  5 min 200 Grad Celsius
71;1;Hirse abspühlen;Hirse mit kochendem Wasser ordentlich abspülen.
71;2;Anbraten, dann kochen;Geschnittener Speck mit Öl in großem Topf anbraten. Dann Hirse dazu und kurz warten, dann plus fast die doppelte Menge Wasser.
71;3;Tomaten und Würze;Dann geschnittene Tomaten dazu und mit Salz, Pfeffer und Suppengewürz würzen
71;4;Kochen;Deckel drauf und 20 min kochen lassen.
71;5;Veredeln;Geriebenen Emmentaler und Creme Fraiche dazu. Servieren.
72;1;Kochen;Wenig Wasser kochen und Kohlrabi schälen und würflig schneiden. 10 min mit Salz, Kümmel und Suppengewürz.
72;2;Alles raus;Inhalte aus Topf entfernen oder neuen Topf nehmen.
72;3;Einbrenn;Butter schmelzen und Mehl dazugeben. Mit Mich verrühren. Alle Inhalte zusammenfügen.
72;4;veredeln;Creme fraiche dazugeben. Gehackte Kohlrabi Blätter und Petersilie dazumengen.
73;1;Kochen;Wasser mir Zartweizen in einen Kochtopf geben uns kochen bis fertig.
74;1;Heißes Wasser;Hirse mit kochendem Wasser abspülen und mit Karotten, Kohlrabi, Salz und Suppenwürze 20 Minuten lang kochen.
74;2;Anbraten und würzen;In einer Pfanne Jungzwiebel/Lauch mit Zucchini und Champignons anbraten. Außerdem mit Salz und Oregano (oder anderen Kräutern würzen).
74;3;Nebnbei;2 Eier mit dem Rahm oder ähnlichem verrühren.
74;4;Alles zam;Hirse, Gemüse, Mais und Tunke vermischen und in eine eingefettete Auflaufform geben. Dann mir Käse bedecken.
74;5;Backen;Nun bei 180°C ca. 40 Minuten lang backen.
75;1;Schäumen;Eier, Zucker und Vanillezucker schaumig rühren
75;2;Alles zusammen;Öl und Eierlikör dazurühren und zum Schluss das mit Backpulver vermengte Mehl und Stärkemehl einrühren.
75;3;In die Form!;In eingefettete Gugelhupf-Formen füllen und bei 180 Grad Celsius ca. 1 Stunde backen.
75;4;Tipp:;Rezept auch gut mit glutenfreiem Mehl
76;1;Schäumen;Butter, Zucker, Dotter und Vanillezucker schaumig rühren. Milch dazugeben.
76;2;unterheben;Mehl, Backpulver dazugeben und Eischnee unterheben.
76;3;verrühren;1/3 in eigene Schüssel geben und mit Kakao verrühren.
76;4;In die Form;Form einfetten und Teig dazugeben: ohne Kakao, mit Kakao, ohne Kakao.
76;5;Mustern;Mit Löffelstiel in Form leicht vermengen.
76;6;Backen;bei 175 Grad Celsius 55 Minuten backen.
76;7;Tipp:;Rezept auch gut mit glutenfreiem Mehl
77;1;Tipp:;Anstatt Äpfel kann man auch 700 g Apfelmus nehmen
77;2;Mixen;Butter, Ei Zucer Vanillezucker und Zimt mixen und Mehl und Backpulver dazugeben.
77;3;in die Form;2/3 des Teiges in Form drücken und geschnittene Äpfel oder Apfelmus verteilen.
77;4;verzieren;Letzter Drittel des Teiges darüber bröseln.
77;5;backen;Bei 170 Grad Celsius 40 Minuten backen.
77;6;Tipp:;Rezept auch gut mit glutenfreiem Mehl
79;1;Teig machen;In einer Schüssel Mehl, Zucker, Salz und Dotter mit der Milch zu einem glatten, dickflüssigen Teig verrühren.
79;2;Eiklar schlagen;In einer anderen Schüssel die Eiklar zu einem steifen Schnee schlagen und danach unter den dickflüssigen Teig heben.
79;3;in die Pfanne;Rosinen (nach Bedarf) dazugeben, Butter in die Pfanne, Teig auf 1x hineingeben, 1x wenden, in Stücke reißen, mit Staubzucker bestreuen
81;1;Schäumen;Butter, Zucker und Dotter schaumig rühren. Mandeln (oder 120g Erdmandeln) und ungeschlagenes Schlagobers dazu. Zu guter Creme machen.
81;2;Schichten;Lagen schlichten. Beginnend mit Biskotten, welche vorher in das Milch/Mehl/Zucker-Gemisch getunkt wurden. Dann Creme.
81;3;Kühlen;insgesamt 3 Lagen. dann kühlstellen. Kurz vor dem Servieren mit Schlagobers garnieren.
81;4;Und;Essen :)
82;1;Schritt 1;Teil der Zutaten ist der Germteig.
82;2;Schritt 2;Ab 150 g Mehl sind es Streussel.
82;3;Germteig;Lauwarme Milch, Zucker und Germ verrühren (dampfl), an warmen Ort stellen und schauen ob Germ eh was tut. Wenn es funktioniert, passts. Dann alles in eine Schüssel geben und kneten und an waremen Ort geben. Stehen lassen. 2x zusammenschlagen.
82;4;Streussel;Butter geschmolzen und ausgekühlt mit Zutaten vermengen. Germteig ausbreiten, mit Milch bestreichen. Streussel draufgeben.
83;1;Nudeln zubereiten;;16
83;2;Anbraten;Zwiebel in Pfanne anbraten.
83;3;Tunfisch und Tomaten;Thunfisch und geschnittene Tomaten dazu. Kurz warten.
83;4;Sauce;Schlagobers/ähnliches dazu und würzen.
83;5;Nudeln;dazu.
84;1;Erdäpfel;Kleine Erdäpfel waschen und schneiden. In Öl ca. 4 min anbraten und dann Knoblauch dazugeben.
84;2;Sauce;Wasser, Sojasauce und Honig mischen und zu den Erdäpfel schütten. Umrühren und kochen bis die Flüssigkeit weg ist.
84;3;Sesam;Sesam dazugeben und kurz anbraten.
84;4;Tipp;mit Schnittlauch servieren
85;1;Kartoffel;Die Kartoffel leicht fächrig einschneiden, mit etwas Öl beträufeln und mit Salz würzen.
85;2;Ofen;Bei 180 Grad Celsius für ca. 30 min in den Ofen geben.
85;3;Zucchini;Zucchini in Halbmonde schneiden.
85;4;in die Kartoffel;Diese in die Zwischenräume stecken und mit Bergkäse gratinieren.
85;5;Ofen;Nun für ca. 8 min bei Oberhitze im Ofen den Käse schmelzen lassen.
86;1;Quelle;https://youtu.be/AmC9SmCBUj4
86;2;Vorbereitung;Stake 20 Min vor Zubereitung aus dem Kühlschrank nehmen.
86;3;Pfanne;Pfanne erhitzen.
86;4;Würzen;Stake mit Salz und Pfeffer würzen.
86;5;Rein damit;Wenn die Pfanne heiß ist, Öl reingeben und die Steaks reingeben.
86;6;schnell schnell;Nach 30 Sekunden umdrehen
86;7;timer;Von hier an minütlich drehen.
86;8;Knoblauchzehen;Ganze leicht gebrochene Knoblauchzehen reingeben.
86;9;Thymian;Thymian reingeben.
86;10;Wenn zu wenig fett;Eventuell mehr Öl hinzufügen.
86;11;Butter = Geschmack;Butter dazuwürfeln. Steaks in flüssiger Butter baden (übergießen).
86;12;einreiben;Mit Knoblauchzehen einreiben.
89;1;Fülle braten;Paprika und Zwiebel schneiden und in Pfanne mit Öl anbraten, mit Salz und Pfeffer würzen.
89;2;in die Schüssel!;In Schüssel transferieren und mit Frischkäse, Cheddar, Pepper Jack (oder anderem Käse) vermischen.
89;3;Hühner würzen und füllen;Hühner mit Salz, Chilli, Kreuzkümmel und Knoblauch würzen. Einschneiden und mit der Fülle stopfen.
89;4;Anbraten;Ca. für 5 min auf beiden Seiten anbraten. Und mit Sour Creme servieren :)
90;1;Würfeln;Pfefferschoten, Zwiebel und Knoblauch würfeln. Limette entsaften. Tomaten klein würfeln (am besten vorher blanchieren und schneiden).
90;2;Halbieren;Avokados halbieren, entkernen und zerkleinern. Avocadofleisch mit Limettensaft mit Gabel zerdrücken. Matsch mit Salz, Pfeffer und Tabasco abschmecken.
90;3;bampen;Alles andere dazugeben und 15 min warten.
91;1;Nudeln zubereiten;;16
91;2;in der Pfanne;Butter schmelzen und Wurst und Champignons anbraten.
91;3;Parmesan und Schlagobers;Parmesan und Schlagobers (original Rezept noch anderer Käse und Milch) zugeben
91;4;Kochen bis; Nudeln fertig
91;5;Nudeln;Nudeln in Pfanne geben kurz durchrühren und auf Teller geben. Mit frisch gehackter Petersilie bestreuen und servieren.
92;1;Backofen vorheizen;Backofen auf 170°C Umluft vorheizen.
92;2;Äpfel;Äpfel schälen, würfelig schneiden mit Kristallzucker1 und Zimt vermischen.
92;3;Swirl;Geschmolzene Butter, brauner Zucker und Zimt extra vermischen.
92;4;extra Schüssel;Nochmal in einer extra Schüssel Mehl, Backpulver, Kristallzucker, Vanillezucker, Milch, vorgeschlagene Eier und geschmolzene Butter mixen. Apfelmasse dazugeben.
92;5;in die Form;Teigmasse in viereckige Form geben. Swirl darüber verteilen, mit Spieß verteilen.
92;6;Backem;ca. 45 min backen.
92;7;Kuchen glasieren;Staubzucker mit Milch vermischen und über Kuchen verteilen.
92;8;vor dem Essen;Abkühlen lassen
94;1;Fülle;Spinat in Pfanne (auftauen) und mit Knoblauch und Pinienkerne kurz anschwitzen.
94;2;Wraps;Wrap mit Öl in Pfanne geben. Spinat auf einer Seite verteilen. Würzen und mit Feta belegen. Zusammenklappen und auf beiden Seiten gut anbraten.
95;1;Reis kochen;;17
95;2;Ofen vorheizen;Ofen auf 180 Grad Celsius aufheizen.
95;3;Zucchini;Zucchini aushöhlen und mir Olivenöl bestreichen. Mit Salz und Pfeffer würzen. 10 - 15 min backen.
95;4;Anbraten;Zwiebel in Öl anbraten und Knoblauch dazugeben. Dann das Fleisch dazugeben. Alle Gewürze draufgeben und weiterkochen bis es schön braun ist. Vom Herd nehmen. Mais, Zucchinifleisch, Reis und Käse dazugeben. Mischung in die Zucchini füllen.
95;5;Backen;10 - 15 min backen.
95;6;Serviertipp:;Frischer Koreander vor dem Servieren darüber streuen.
96;1;Nudeln zubereiten;;16
96;2;Vermischen;Alle anderen Zutaten (außer Jungzwiebel und Erdnüsse) vermischen.
96;3;Nudeln abseihen;Nudeln abseihen und Soße drüber geben.
96;4;Dekorieren;Rest oben drüber geben und servieren. :)
97;1;Backofen vorheizen;Backofen auf ca. 180°C vorheizen
97;2;Zitronen schälen;Schale von den 3 Zitronen abreiben.
97;3;Mixen und schäumen;Eier und Rohrzucker schaumig rühren. Mehl sieben und mit Vanillezucker, Backpulver, Zitronenschale und Butter nach und nach dazugeben. Alles gut mixen.
97;4;Teig auslegen;Teig auf ein mit Backblech ausgelegten Blech schmieren und ca. 20 min lang backen.
97;5;Zitronen auspressen;1-2 Zitronen auspressen und aus dem Saft und dem Staubzucker eine Glasur rühren. Die muss schön dickflüssig sein!
97;6;Kuchen bestreichen;Kuchen noch warm mit Glasur bestreichen und kurz auskühlen lassen - genießen :)
98;1;Reis kochen;;17
98;2;Schneiden;Gemüse schneiden. Zwiebel eventuell streifenförmig.
98;3;Pfanne;Pfanne erhitzen, Bratöl reingeben und Zutaten anbraten (Zwiebel, Knoblauch, dann Karotten, dann Mais, Erbsen, Paprika und Champingnos) und salzen.
98;4;Reis dazu;Reis dazuklatschen, mit Sojasauce und schwarzem Pfeffer würzen. Gut mit hoher Hitze rühren. Sesamöl draufgeben.
98;5;Servieren;Zum Schluss beim Servieren Sesam und Jungzwiebel drüberstreuen.
99;1;Nudeln zubereiten;;16
99;2;Spinat;Den Spinat verlesen und waschen. Größere Blätter etwas zerrupfen.
99;3;Zwiebel und Knoblauch;Die Zwiebel und den Knoblauch schälen und in feine Würfel schneiden.
99;4;Pfanne;Etwas Öl in einem großen Topf erhitzen und die Zwiebel- und Knoblauchwürfel darin glasig dünsten.
99;5;Spinat;Den Spinat und die Pinienkerne zugeben und kurz anbraten, bis der Spinat zusammenfällt.
99;6;Schlagobers;Die Sahne zugeben, salzen und pfeffern und unter Rühren cremig einkochen lassen.
99;7;Zusammenhauen;Die Nudeln mit der Spinatsauce vermengen und auf warmen Tellern servieren.
100;1;Sauce;Honig, Sojasauce, Knoblauch gewürfelt, Ingwer und Seseamsamen in einer Schüssel zusammenmischen.
100;2;Fleisch;Fleisch in Öl anbraten, salzen und Pfeffern bis es braun ist.
100;3;Sauce dazu;Dann die Sauce dazuschütten und gut umrühren.
100;4;Brokoli;Sobald die Sauce blubbert, Brokkoli dazuklatschen und gut umrühren.
100;5;Kochen;Kochen bis das Fleisch durch ist und das Gemüse weich.
100;6;Serviertipp;Entweder alleine oder mit Reis.
100;10;Quelle;https://www.instagram.com/p/CM-xkvMgVAn/
101;1;Reis kochen;;17
101;2;Lachs;Währenddessen Knoblauch und Lachs in einer Pfanne anbraten. Lauch hinzufügen.
101;3;Parmesan;Den gekochten Reis in die Pfanne geben und mit geriebenem Parmesan vermischen.
102;1;Zwiebel;Zwiebel anschwitzen.
102;2;Mehl;Mehl dazu. Mehl kurz durchrösten und umrühren.
102;3;Wasser;Wasser drauf und geschnittenes, geschältes Gemüse und Erdäpfel rein. Salz, Pfeffer und Suppenwürze drauf. Alle Gewürze drauf.
102;4;Kochen;20 Min kochen
102;5;Würschtel;Würschtel geschnitten dazugeben. Außerdem Petersilie gehackt und eventuell Schlagobers dazuschütten.
103;1;Reis kochen;;17
103;2;Eier vermengen;2 grosse Eier mit Sesamöl vermischen und würzen.
103;3;Anbraten;Gemüse in Öl mit Knoblauch anbraten. Reis dazugeben und kurz anbraten. Kurz anbraten bis Ei aufgehört hat, flüssig zu sein.
104;1;Kohlrabi;Kohlrabi schneiden.
104;2;Kochen;Kohlrabi kochen (mit Salz, Kümmel, Muskatnuss und Suppenwürze). (wenig Wasser)
104;3;Einbrenn;Wenn fertig Wasser rausholen und Butter in den Topf geben. Mehl dazugeben und rühren.
104;4;wieder zurück;Wasser und Kohlrabi wieder zurück (nicht zu viel Wasser). Schlagobers/Creme Fraiche dazugeben und eventuell nachwürzen.
104;5;Servieren;Dann Petersilie dazugeben und fertig!
105;1;Reis kochen;;17
